Date,Year,Month,Week,Store_ID,Product_ID,Category,Season,Holiday,Promotion,Price,Inventory_Level,Temperature,Rainfall,Quantity_Sold,Sales
2015-02-12,2015,2,7,S06,P028,Bakery,Winter,No,Yes,29.21,586,22,5,109,3183.89
2015-02-12,2015,2,7,S07,P014,Clothing,Winter,No,Yes,77.22,414,27,2,66,5096.52
2015-02-19,2015,2,8,S01,P003,Grocery,Winter,No,No,97.44,356,17,12,81,7892.64
2015-02-19,2015,2,8,S02,P012,Beverages,Winter,No,No,105.21,547,23,9,80,8416.8
2015-02-19,2015,2,8,S03,P026,Home,Winter,No,No,100.79,312,14,10,64,6450.56
2015-02-19,2015,2,8,S04,P019,Grocery,Winter,No,Yes,33.74,601,16,2,62,2091.88
2015-02-19,2015,2,8,S05,P030,Bakery,Winter,No,No,68.06,129,35,7,92,6261.52
2015-02-19,2015,2,8,S06,P034,Grocery,Winter,No,Yes,20.15,370,23,10,96,1934.4
2015-02-19,2015,2,8,S07,P006,Home,Winter,No,No,67.99,652,27,11,111,7546.89
2015-02-26,2015,2,9,S01,P026,Bakery,Winter,No,No,98.58,625,23,0,62,6111.96
2015-02-26,2015,2,9,S02,P027,Clothing,Winter,No,No,75.33,173,15,5,50,3766.5
2015-02-26,2015,2,9,S03,P010,Electronics,Winter,No,Yes,91.54,537,22,1,82,7506.28
2015-02-26,2015,2,9,S04,P012,Beverages,Winter,No,No,114.54,760,33,2,58,6643.32
2015-02-26,2015,2,9,S05,P010,Electronics,Winter,No,Yes,89.78,157,27,7,37,3321.86
2015-02-26,2015,2,9,S06,P003,Bakery,Winter,No,No,66.07,762,16,5,55,3633.85
2015-02-26,2015,2,9,S07,P028,Electronics,Winter,No,Yes,43.99,727,13,4,90,3959.1
2015-03-05,2015,3,10,S01,P003,Grocery,Spring,No,No,80.0,502,20,5,79,6320.0
2015-03-05,2015,3,10,S02,P037,Toys,Spring,No,No,108.76,120,30,12,92,10005.92
2015-03-05,2015,3,10,S03,P040,Electronics,Spring,No,No,80.57,433,35,8,122,9829.54
2015-03-05,2015,3,10,S04,P009,Electronics,Spring,No,No,116.94,358,26,1,70,8185.8
2015-03-05,2015,3,10,S05,P034,Beverages,Spring,No,Yes,71.96,643,16,2,56,4029.76
2015-03-05,2015,3,10,S06,P015,Grocery,Spring,No,No,99.04,596,20,3,99,9804.96
2015-03-05,2015,3,10,S07,P004,Bakery,Spring,No,No,49.76,466,16,5,105,5224.8
2015-03-12,2015,3,11,S01,P004,Electronics,Spring,No,Yes,118.29,126,31,10,93,11000.97
2015-03-12,2015,3,11,S02,P026,Home,Spring,No,Yes,54.46,165,18,8,93,5064.78
2015-03-12,2015,3,11,S03,P011,Beverages,Spring,No,No,12.03,327,13,2,75,902.25
2015-03-12,2015,3,11,S04,P028,Clothing,Spring,No,Yes,77.56,282,28,3,54,4188.24
2015-03-12,2015,3,11,S05,P027,Clothing,Spring,No,No,41.35,228,27,3,99,4093.65
2015-03-12,2015,3,11,S06,P024,Home,Spring,No,No,59.58,157,19,4,106,6315.48
2015-03-12,2015,3,11,S07,P018,Clothing,Spring,No,No,108.44,332,11,12,89,9651.16
2015-03-19,2015,3,12,S01,P035,Home,Spring,No,No,20.35,788,21,3,70,1424.5
2015-03-19,2015,3,12,S02,P015,Toys,Spring,No,No,78.78,510,38,7,99,7799.22
2015-03-19,2015,3,12,S03,P018,Bakery,Spring,No,Yes,46.95,785,34,2,103,4835.85
2015-03-19,2015,3,12,S04,P008,Beverages,Spring,No,Yes,72.42,589,37,3,106,7676.52
2015-03-19,2015,3,12,S05,P029,Beverages,Spring,No,No,16.02,676,18,6,33,528.66
2015-03-19,2015,3,12,S06,P017,Grocery,Spring,No,No,16.02,539,36,3,71,1137.42
2015-03-19,2015,3,12,S07,P003,Toys,Spring,No,No,32.4,866,23,10,126,4082.4
2015-03-26,2015,3,13,S01,P026,Beverages,Spring,No,No,72.62,708,13,1,67,4865.54
2015-03-26,2015,3,13,S02,P013,Home,Spring,No,No,67.93,441,12,2,64,4347.52
2015-03-26,2015,3,13,S03,P008,Clothing,Spring,No,No,107.8,114,19,4,70,7546.0
2015-03-26,2015,3,13,S04,P010,Clothing,Spring,No,No,100.13,452,33,9,62,6208.06
2015-03-26,2015,3,13,S05,P033,Beverages,Spring,No,Yes,110.25,891,25,8,96,10584.0
2015-03-26,2015,3,13,S06,P034,Electronics,Spring,No,No,48.16,884,19,10,113,5442.08
2015-03-26,2015,3,13,S07,P030,Home,Spring,No,No,116.04,676,30,9,67,7774.68
2015-04-02,2015,4,14,S01,P006,Clothing,Spring,No,No,87.17,391,13,2,92,8019.64
2015-04-02,2015,4,14,S02,P013,Grocery,Spring,No,Yes,102.86,385,30,2,114,11726.04
2015-04-02,2015,4,14,S03,P013,Grocery,Spring,No,No,87.74,535,10,0,107,9388.18
2015-04-02,2015,4,14,S04,P011,Home,Spring,No,No,34.33,115,17,3,75,2574.75
2015-04-02,2015,4,14,S05,P020,Clothing,Spring,No,Yes,68.04,658,19,11,110,7484.4
2015-04-02,2015,4,14,S06,P028,Toys,Spring,No,Yes,23.25,442,25,3,116,2697.0
2015-04-02,2015,4,14,S07,P039,Bakery,Spring,No,Yes,40.85,461,18,9,137,5596.45
2015-04-09,2015,4,15,S01,P013,Clothing,Spring,No,No,67.7,122,33,0,83,5619.1
2015-04-09,2015,4,15,S02,P031,Beverages,Spring,No,Yes,18.41,119,10,9,118,2172.38
2015-04-09,2015,4,15,S03,P032,Beverages,Spring,No,No,23.54,858,13,6,92,2165.68
2015-04-09,2015,4,15,S04,P002,Toys,Spring,No,No,30.24,866,27,10,126,3810.24
2015-04-09,2015,4,15,S05,P005,Beverages,Spring,No,No,63.3,655,33,12,77,4874.1
2015-04-09,2015,4,15,S06,P034,Beverages,Spring,No,Yes,75.96,259,16,4,73,5545.08
2015-04-09,2015,4,15,S07,P033,Bakery,Spring,No,No,31.14,420,32,11,85,2646.9
2015-04-16,2015,4,16,S01,P017,Bakery,Spring,No,No,60.51,800,30,0,115,6958.65
2015-04-16,2015,4,16,S02,P017,Grocery,Spring,No,Yes,24.88,374,19,1,113,2811.44
2015-04-16,2015,4,16,S03,P033,Beverages,Spring,No,No,55.61,533,36,8,48,2669.28
2015-04-16,2015,4,16,S04,P025,Beverages,Spring,No,No,109.92,643,30,6,105,11541.6
2015-04-16,2015,4,16,S05,P010,Clothing,Spring,No,No,41.06,336,38,5,67,2751.02
2015-04-16,2015,4,16,S06,P010,Toys,Spring,No,Yes,50.06,609,16,1,128,6407.68
2015-04-16,2015,4,16,S07,P012,Beverages,Spring,No,No,80.06,621,31,3,79,6324.74
2015-04-23,2015,4,17,S01,P034,Bakery,Spring,No,No,97.33,525,22,0,137,13334.21
2015-04-23,2015,4,17,S02,P038,Clothing,Spring,No,No,30.53,812,27,6,93,2839.29
2015-04-23,2015,4,17,S03,P034,Grocery,Spring,No,No,9.36,456,18,7,119,1113.84
2015-04-23,2015,4,17,S04,P028,Clothing,Spring,No,No,56.57,393,24,5,108,6109.56
2015-04-23,2015,4,17,S05,P009,Electronics,Spring,No,Yes,7.64,511,21,10,103,786.92
2015-04-23,2015,4,17,S06,P031,Beverages,Spring,No,No,88.9,862,34,1,123,10934.7
2015-04-23,2015,4,17,S07,P008,Beverages,Spring,No,Yes,102.36,403,21,6,96,9826.56
2015-04-30,2015,4,18,S01,P036,Bakery,Spring,No,No,98.74,363,38,11,58,5726.92
2015-04-30,2015,4,18,S02,P031,Home,Spring,No,No,69.71,738,11,5,47,3276.37
2015-04-30,2015,4,18,S03,P024,Grocery,Spring,No,Yes,74.57,204,18,6,91,6785.87
2015-04-30,2015,4,18,S04,P034,Electronics,Spring,No,No,112.25,717,23,10,90,10102.5
2015-04-30,2015,4,18,S05,P025,Electronics,Spring,No,No,6.21,755,25,2,63,391.23
2015-04-30,2015,4,18,S06,P033,Electronics,Spring,No,No,112.34,574,28,4,73,8200.82
2015-04-30,2015,4,18,S07,P040,Beverages,Spring,No,No,28.27,422,14,2,90,2544.3
2015-05-07,2015,5,19,S01,P027,Home,Spring,No,Yes,87.76,400,37,8,62,5441.12
2015-05-07,2015,5,19,S02,P010,Grocery,Spring,No,No,16.2,115,23,3,113,1830.6
2015-05-07,2015,5,19,S03,P006,Clothing,Spring,No,No,19.46,626,20,12,123,2393.58
2015-05-07,2015,5,19,S04,P002,Grocery,Spring,No,No,97.47,135,26,10,77,7505.19
2015-05-07,2015,5,19,S05,P009,Toys,Spring,No,No,65.94,753,22,5,91,6000.54
2015-05-07,2015,5,19,S06,P033,Toys,Spring,No,No,104.48,423,31,9,116,12119.68
2015-05-07,2015,5,19,S07,P019,Electronics,Spring,No,No,111.9,687,10,0,107,11973.3
2015-05-14,2015,5,20,S01,P036,Beverages,Spring,No,No,105.14,220,27,7,63,6623.82
2015-05-14,2015,5,20,S02,P032,Beverages,Spring,No,No,117.54,545,38,1,130,15280.2
2015-05-14,2015,5,20,S03,P027,Bakery,Spring,No,Yes,43.98,142,24,0,96,4222.08
2015-05-14,2015,5,20,S04,P017,Bakery,Spring,No,Yes,55.96,316,21,5,143,8002.28
2015-05-14,2015,5,20,S05,P018,Home,Spring,No,No,10.0,265,37,9,37,370.0
2015-05-14,2015,5,20,S06,P037,Beverages,Spring,No,No,20.01,890,14,7,112,2241.12
2015-05-14,2015,5,20,S07,P004,Toys,Spring,No,No,14.95,329,34,12,60,897.0
2015-05-21,2015,5,21,S01,P027,Bakery,Spring,No,Yes,72.88,208,30,6,108,7871.04
2015-05-21,2015,5,21,S02,P038,Electronics,Spring,No,Yes,25.22,445,25,11,78,1967.16
2015-05-21,2015,5,21,S03,P003,Grocery,Spring,No,Yes,96.39,187,20,6,64,6168.96
2015-05-21,2015,5,21,S04,P001,Grocery,Spring,No,Yes,85.0,467,29,1,79,6715.0
2015-05-21,2015,5,21,S05,P015,Clothing,Spring,No,No,59.08,725,13,0,92,5435.36
2015-05-21,2015,5,21,S06,P036,Clothing,Spring,No,No,47.09,387,34,0,66,3107.94
2015-05-21,2015,5,21,S07,P039,Grocery,Spring,No,Yes,74.46,128,28,1,123,9158.58
2015-05-28,2015,5,22,S01,P015,Bakery,Spring,No,Yes,29.29,138,32,9,99,2899.71
2015-05-28,2015,5,22,S02,P018,Beverages,Spring,No,No,80.22,380,20,6,79,6337.38
2015-05-28,2015,5,22,S03,P033,Clothing,Spring,No,Yes,53.42,256,32,10,95,5074.9
2015-05-28,2015,5,22,S04,P029,Beverages,Spring,No,No,25.62,483,33,3,92,2357.04
2015-05-28,2015,5,22,S05,P036,Beverages,Spring,No,No,69.1,383,16,1,84,5804.4
2015-05-28,2015,5,22,S06,P033,Bakery,Spring,No,Yes,63.59,196,38,10,92,5850.28
2015-05-28,2015,5,22,S07,P019,Grocery,Spring,No,No,67.23,495,38,9,117,7865.91
2015-06-04,2015,6,23,S01,P035,Toys,Summer,No,No,20.97,129,15,1,106,2222.82
2015-06-04,2015,6,23,S02,P010,Grocery,Summer,No,Yes,87.28,357,23,2,112,9775.36
2015-06-04,2015,6,23,S03,P022,Clothing,Summer,No,No,106.93,252,22,11,74,7912.82
2015-06-04,2015,6,23,S04,P007,Beverages,Summer,No,Yes,57.54,847,21,0,126,7250.04
2015-06-04,2015,6,23,S05,P014,Beverages,Summer,No,No,23.67,699,30,6,64,1514.88
2015-06-04,2015,6,23,S06,P023,Grocery,Summer,No,Yes,23.98,594,19,10,104,2493.92
2015-06-04,2015,6,23,S07,P025,Grocery,Summer,No,Yes,90.75,734,23,8,131,11888.25
2015-06-11,2015,6,24,S01,P034,Toys,Summer,No,Yes,42.69,777,27,5,138,5891.22
2015-06-11,2015,6,24,S02,P029,Home,Summer,No,Yes,100.75,179,19,0,99,9974.25
2015-06-11,2015,6,24,S03,P001,Home,Summer,No,No,45.47,769,31,3,81,3683.07
2015-06-11,2015,6,24,S04,P015,Home,Summer,No,Yes,105.3,731,26,0,100,10530.0
2015-06-11,2015,6,24,S05,P016,Grocery,Summer,No,No,20.42,252,17,10,72,1470.24
2015-06-11,2015,6,24,S06,P018,Grocery,Summer,No,No,52.14,331,13,12,55,2867.7
2015-06-11,2015,6,24,S07,P028,Grocery,Summer,No,No,16.16,226,27,0,87,1405.92
2015-06-18,2015,6,25,S01,P027,Beverages,Summer,No,No,57.37,144,28,4,140,8031.8
2015-06-18,2015,6,25,S02,P040,Clothing,Summer,No,No,96.81,763,28,4,52,5034.12
2015-06-18,2015,6,25,S03,P009,Home,Summer,No,No,53.8,782,33,8,83,4465.4
2015-06-18,2015,6,25,S04,P025,Home,Summer,No,Yes,39.51,361,32,0,107,4227.57
2015-06-18,2015,6,25,S05,P018,Home,Summer,No,No,86.31,745,13,4,80,6904.8
2015-06-18,2015,6,25,S06,P037,Electronics,Summer,No,Yes,23.48,283,25,4,44,1033.12
2015-06-18,2015,6,25,S07,P029,Electronics,Summer,No,Yes,34.53,509,28,10,133,4592.49
2015-06-25,2015,6,26,S01,P031,Clothing,Summer,No,Yes,23.17,134,10,11,73,1691.41
2015-06-25,2015,6,26,S02,P023,Clothing,Summer,No,Yes,91.53,807,30,3,116,10617.48
2015-06-25,2015,6,26,S03,P027,Beverages,Summer,No,Yes,78.34,486,33,8,111,8695.74
2015-06-25,2015,6,26,S04,P035,Toys,Summer,No,No,84.66,500,20,7,48,4063.68
2015-06-25,2015,6,26,S05,P032,Home,Summer,No,Yes,11.81,152,14,6,96,1133.76
2015-06-25,2015,6,26,S06,P022,Grocery,Summer,No,No,105.84,189,30,4,108,11430.72
2015-06-25,2015,6,26,S07,P014,Home,Summer,No,Yes,98.41,754,17,11,91,8955.31
2015-07-02,2015,7,27,S01,P017,Clothing,Summer,No,No,56.97,783,15,11,28,1595.16
2015-07-02,2015,7,27,S02,P028,Home,Summer,No,Yes,25.07,826,26,2,91,2281.37
2015-07-02,2015,7,27,S03,P016,Toys,Summer,No,No,31.89,233,31,5,122,3890.58
2015-07-02,2015,7,27,S04,P030,Electronics,Summer,No,Yes,35.19,411,19,12,54,1900.26
2015-07-02,2015,7,27,S05,P003,Bakery,Summer,No,No,109.23,893,22,3,53,5789.19
2015-07-02,2015,7,27,S06,P035,Bakery,Summer,No,No,30.62,341,27,3,67,2051.54
2015-07-02,2015,7,27,S07,P025,Clothing,Summer,No,No,81.83,432,13,1,24,1963.92
2015-07-09,2015,7,28,S01,P003,Electronics,Summer,No,No,40.6,227,28,0,28,1136.8
2015-07-09,2015,7,28,S02,P039,Toys,Summer,No,No,12.24,200,15,0,93,1138.32
2015-07-09,2015,7,28,S03,P004,Home,Summer,No,No,50.87,129,27,2,43,2187.41
2015-07-09,2015,7,28,S04,P028,Beverages,Summer,No,No,58.5,731,10,11,69,4036.5
2015-07-09,2015,7,28,S05,P011,Toys,Summer,No,No,57.26,755,17,5,99,5668.74
2015-07-09,2015,7,28,S06,P006,Beverages,Summer,No,No,119.27,317,23,8,130,15505.1
2015-07-09,2015,7,28,S07,P029,Bakery,Summer,No,No,17.61,483,33,11,82,1444.02
2015-07-16,2015,7,29,S01,P034,Electronics,Summer,No,Yes,95.7,197,20,5,126,12058.2
2015-07-16,2015,7,29,S02,P019,Home,Summer,No,No,14.52,469,26,3,93,1350.36
2015-07-16,2015,7,29,S03,P017,Clothing,Summer,No,No,87.02,693,12,11,42,3654.84
2015-07-16,2015,7,29,S04,P002,Bakery,Summer,No,No,27.33,878,13,4,52,1421.16
2015-07-16,2015,7,29,S05,P007,Toys,Summer,No,No,105.91,810,10,10,107,11332.37
2015-07-16,2015,7,29,S06,P031,Toys,Summer,No,No,39.36,875,21,5,125,4920.0
2015-07-16,2015,7,29,S07,P022,Toys,Summer,No,Yes,90.45,540,37,8,70,6331.5
2015-07-23,2015,7,30,S01,P002,Beverages,Summer,No,Yes,49.67,277,36,1,152,7549.84
2015-07-23,2015,7,30,S02,P036,Clothing,Summer,No,No,96.44,184,14,2,75,7233.0
2015-07-23,2015,7,30,S03,P003,Home,Summer,No,No,31.26,731,29,3,99,3094.74
2015-07-23,2015,7,30,S04,P003,Grocery,Summer,No,No,78.24,480,24,0,51,3990.24
2015-07-23,2015,7,30,S05,P007,Electronics,Summer,No,No,51.33,712,12,9,62,3182.46
2015-07-23,2015,7,30,S06,P027,Clothing,Summer,No,Yes,74.63,190,25,11,118,8806.34
2015-07-23,2015,7,30,S07,P020,Grocery,Summer,No,No,83.41,395,34,11,90,7506.9
2015-07-30,2015,7,31,S01,P001,Beverages,Summer,No,Yes,65.64,426,27,6,106,6957.84
2015-07-30,2015,7,31,S02,P008,Home,Summer,No,No,110.24,622,37,9,74,8157.76
2015-07-30,2015,7,31,S03,P009,Toys,Summer,No,Yes,98.97,335,18,0,108,10688.76
2015-07-30,2015,7,31,S04,P022,Electronics,Summer,No,No,32.88,706,26,6,98,3222.24
2015-07-30,2015,7,31,S05,P026,Home,Summer,No,No,103.45,585,14,0,68,7034.6
2015-07-30,2015,7,31,S06,P021,Beverages,Summer,No,No,51.8,219,16,5,83,4299.4
2015-07-30,2015,7,31,S07,P031,Clothing,Summer,No,No,14.73,138,34,3,57,839.61
2015-08-06,2015,8,32,S01,P015,Beverages,Summer,No,Yes,12.06,221,23,0,158,1905.48
2015-08-06,2015,8,32,S02,P005,Toys,Summer,No,No,56.73,365,15,6,69,3914.37
2015-08-06,2015,8,32,S03,P039,Electronics,Summer,No,No,119.92,169,28,4,81,9713.52
2015-08-06,2015,8,32,S04,P015,Grocery,Summer,No,No,63.95,299,36,0,87,5563.65
2015-08-06,2015,8,32,S05,P027,Clothing,Summer,No,No,46.17,741,18,0,97,4478.49
2015-08-06,2015,8,32,S06,P021,Electronics,Summer,No,Yes,108.4,806,31,8,93,10081.2
2015-08-06,2015,8,32,S07,P010,Beverages,Summer,No,No,14.6,507,28,1,124,1810.4
2015-08-13,2015,8,33,S01,P007,Grocery,Summer,No,No,109.77,334,32,12,106,11635.62
2015-08-13,2015,8,33,S02,P030,Toys,Summer,No,Yes,47.97,890,38,0,136,6523.92
2015-08-13,2015,8,33,S03,P006,Electronics,Summer,No,No,90.29,730,33,2,88,7945.52
2015-08-13,2015,8,33,S04,P024,Bakery,Summer,No,No,95.55,858,36,0,80,7644.0
2015-08-13,2015,8,33,S05,P020,Toys,Summer,No,No,114.09,637,16,12,96,10952.64
2015-08-13,2015,8,33,S06,P013,Home,Summer,No,Yes,106.38,440,32,11,130,13829.4
2015-08-13,2015,8,33,S07,P034,Home,Summer,No,No,70.53,302,18,11,110,7758.3
2015-08-20,2015,8,34,S01,P008,Electronics,Summer,No,No,102.29,890,32,12,36,3682.44
2015-08-20,2015,8,34,S02,P037,Clothing,Summer,No,No,49.02,771,29,8,113,5539.26
2015-08-20,2015,8,34,S03,P039,Electronics,Summer,No,Yes,68.52,176,23,1,120,8222.4
2015-08-20,2015,8,34,S04,P006,Toys,Summer,No,Yes,99.54,768,12,7,94,9356.76
2015-08-20,2015,8,34,S05,P031,Beverages,Summer,No,Yes,116.41,271,12,4,111,12921.51
2015-08-20,2015,8,34,S06,P033,Beverages,Summer,No,No,80.84,582,17,2,62,5012.08
2015-08-20,2015,8,34,S07,P020,Electronics,Summer,No,No,63.72,408,35,1,74,4715.28
2015-08-27,2015,8,35,S01,P015,Grocery,Summer,No,No,80.66,163,29,1,106,8549.96
2015-08-27,2015,8,35,S02,P024,Toys,Summer,No,No,112.91,624,25,7,118,13323.38
2015-08-27,2015,8,35,S03,P004,Beverages,Summer,No,No,82.06,281,19,6,121,9929.26
2015-08-27,2015,8,35,S04,P037,Home,Summer,No,No,71.3,170,18,1,79,5632.7
2015-08-27,2015,8,35,S05,P035,Home,Summer,No,No,18.71,577,36,12,68,1272.28
2015-08-27,2015,8,35,S06,P014,Bakery,Summer,No,No,10.76,176,31,7,38,408.88
2015-08-27,2015,8,35,S07,P011,Grocery,Summer,No,No,15.24,880,37,5,105,1600.2
2015-09-03,2015,9,36,S01,P007,Electronics,Autumn,No,Yes,23.7,885,38,4,74,1753.8
2015-09-03,2015,9,36,S02,P015,Clothing,Autumn,No,Yes,51.66,463,13,9,121,6250.86
2015-09-03,2015,9,36,S03,P033,Bakery,Autumn,No,Yes,31.3,316,12,10,53,1658.9
2015-09-03,2015,9,36,S04,P003,Toys,Autumn,No,No,71.66,100,17,10,55,3941.3
2015-09-03,2015,9,36,S05,P013,Bakery,Autumn,No,No,100.32,871,11,1,54,5417.28
2015-09-03,2015,9,36,S06,P027,Toys,Autumn,No,Yes,15.42,612,26,11,99,1526.58
2015-09-03,2015,9,36,S07,P006,Electronics,Autumn,No,No,29.26,663,34,10,118,3452.68
2015-09-10,2015,9,37,S01,P036,Toys,Autumn,No,No,32.01,528,33,5,85,2720.85
2015-09-10,2015,9,37,S02,P010,Toys,Autumn,No,No,56.94,430,33,3,88,5010.72
2015-09-10,2015,9,37,S03,P018,Bakery,Autumn,No,No,78.19,538,24,1,55,4300.45
2015-09-10,2015,9,37,S04,P028,Electronics,Autumn,No,Yes,23.91,536,29,2,57,1362.87
2015-09-10,2015,9,37,S05,P016,Clothing,Autumn,No,Yes,30.53,757,32,6,77,2350.81
2015-09-10,2015,9,37,S06,P020,Bakery,Autumn,No,No,34.56,230,19,10,84,2903.04
2015-09-10,2015,9,37,S07,P024,Home,Autumn,No,Yes,14.76,357,29,7,76,1121.76
2015-09-17,2015,9,38,S01,P027,Bakery,Autumn,No,No,94.04,602,19,12,73,6864.92
2015-09-17,2015,9,38,S02,P027,Clothing,Autumn,No,No,67.33,803,35,6,112,7540.96
2015-09-17,2015,9,38,S03,P038,Home,Autumn,No,Yes,66.19,661,38,12,96,6354.24
2015-09-17,2015,9,38,S04,P017,Grocery,Autumn,No,Yes,69.73,265,12,0,130,9064.9
2015-09-17,2015,9,38,S05,P040,Beverages,Autumn,No,Yes,10.38,881,37,12,85,882.3
2015-09-17,2015,9,38,S06,P004,Grocery,Autumn,No,Yes,76.55,817,38,3,68,5205.4
2015-09-17,2015,9,38,S07,P029,Beverages,Autumn,No,Yes,91.41,702,38,9,151,13802.91
2015-09-24,2015,9,39,S01,P019,Clothing,Autumn,No,No,52.98,852,22,10,69,3655.62
2015-09-24,2015,9,39,S02,P015,Toys,Autumn,No,No,81.31,398,16,12,107,8700.17
2015-09-24,2015,9,39,S03,P014,Beverages,Autumn,No,Yes,110.54,837,21,12,106,11717.24
2015-09-24,2015,9,39,S04,P017,Beverages,Autumn,No,No,102.6,780,19,12,51,5232.6
2015-09-24,2015,9,39,S05,P036,Beverages,Autumn,No,No,34.35,227,38,9,56,1923.6
2015-09-24,2015,9,39,S06,P022,Beverages,Autumn,No,No,76.85,890,26,8,57,4380.45
2015-09-24,2015,9,39,S07,P036,Electronics,Autumn,No,Yes,75.99,523,26,3,85,6459.15
2015-10-01,2015,10,40,S01,P039,Clothing,Autumn,No,Yes,59.55,504,16,10,87,5180.85
