Date,Year,Month,Week,Store_ID,Product_ID,Category,Season,Holiday,Promotion,Price,Inventory_Level,Temperature,Rainfall,Quantity_Sold,Sales
2015-03-12,2015,3,11,S05,P006,Beverages,Spring,No,Yes,68.93,641,25,3,83,5721.19
2015-03-12,2015,3,11,S06,P017,Home,Spring,No,No,69.89,659,18,11,70,4892.3
2015-03-12,2015,3,11,S07,P030,Clothing,Spring,No,No,36.69,167,17,4,104,3815.76
2015-03-19,2015,3,12,S01,P010,Electronics,Spring,No,No,64.27,692,22,8,109,7005.43
2015-03-19,2015,3,12,S02,P010,Home,Spring,No,No,60.25,228,34,4,57,3434.25
2015-03-19,2015,3,12,S03,P003,Electronics,Spring,No,No,18.5,454,34,10,96,1776.0
2015-03-19,2015,3,12,S04,P027,Electronics,Spring,No,No,10.41,210,14,6,103,1072.23
2015-03-19,2015,3,12,S05,P004,Clothing,Spring,No,No,77.82,173,10,0,96,7470.72
2015-03-19,2015,3,12,S06,P016,Beverages,Spring,No,No,96.86,669,19,9,106,10267.16
2015-03-19,2015,3,12,S07,P002,Home,Spring,No,No,32.23,898,10,0,83,2675.09
2015-03-26,2015,3,13,S01,P030,Grocery,Spring,No,No,54.19,283,20,4,82,4443.58
2015-03-26,2015,3,13,S02,P036,Bakery,Spring,No,No,78.21,168,25,1,121,9463.41
2015-03-26,2015,3,13,S03,P005,Electronics,Spring,No,No,61.33,612,16,5,114,6991.62
2015-03-26,2015,3,13,S04,P032,Beverages,Spring,No,No,102.38,108,24,5,61,6245.18
2015-03-26,2015,3,13,S05,P004,Home,Spring,No,No,50.0,508,27,3,100,5000.0
2015-03-26,2015,3,13,S06,P037,Home,Spring,No,No,30.44,805,14,9,113,3439.72
2015-03-26,2015,3,13,S07,P030,Bakery,Spring,No,Yes,62.22,743,18,3,92,5724.24
2015-04-02,2015,4,14,S01,P021,Bakery,Spring,No,No,49.29,794,18,0,120,5914.8
2015-04-02,2015,4,14,S02,P024,Clothing,Spring,No,No,13.36,536,14,4,63,841.68
2015-04-02,2015,4,14,S03,P028,Home,Spring,No,No,13.11,111,37,10,109,1428.99
2015-04-02,2015,4,14,S04,P030,Bakery,Spring,No,Yes,72.6,672,12,3,56,4065.6
2015-04-02,2015,4,14,S05,P003,Toys,Spring,No,Yes,29.73,766,27,7,82,2437.86
2015-04-02,2015,4,14,S06,P023,Home,Spring,No,Yes,117.97,718,16,3,93,10971.21
2015-04-02,2015,4,14,S07,P040,Bakery,Spring,No,Yes,8.16,778,25,9,69,563.04
2015-04-09,2015,4,15,S01,P036,Bakery,Spring,No,Yes,54.07,584,32,7,114,6163.98
2015-04-09,2015,4,15,S02,P028,Beverages,Spring,No,No,12.38,457,10,1,113,1398.94
2015-04-09,2015,4,15,S03,P022,Beverages,Spring,No,No,72.94,424,20,10,69,5032.86
2015-04-09,2015,4,15,S04,P021,Toys,Spring,No,No,66.12,286,26,5,63,4165.56
2015-04-09,2015,4,15,S05,P022,Grocery,Spring,No,No,16.95,579,28,0,76,1288.2
2015-04-09,2015,4,15,S06,P004,Toys,Spring,No,Yes,80.36,538,24,1,88,7071.68
2015-04-09,2015,4,15,S07,P017,Clothing,Spring,No,No,76.14,551,15,0,106,8070.84
2015-04-16,2015,4,16,S01,P003,Bakery,Spring,No,No,114.5,808,15,4,107,12251.5
2015-04-16,2015,4,16,S02,P012,Home,Spring,No,Yes,95.34,769,21,9,104,9915.36
2015-04-16,2015,4,16,S03,P015,Home,Spring,No,Yes,62.27,104,15,7,83,5168.41
2015-04-16,2015,4,16,S04,P024,Toys,Spring,No,No,104.64,456,29,8,40,4185.6
2015-04-16,2015,4,16,S05,P034,Beverages,Spring,No,No,41.97,106,13,11,62,2602.14
2015-04-16,2015,4,16,S06,P024,Toys,Spring,No,No,69.05,496,17,7,69,4764.45
2015-04-16,2015,4,16,S07,P039,Clothing,Spring,No,Yes,115.97,541,31,5,76,8813.72
2015-04-23,2015,4,17,S01,P015,Bakery,Spring,No,No,58.99,518,12,3,71,4188.29
2015-04-23,2015,4,17,S02,P026,Beverages,Spring,No,No,16.69,569,31,1,125,2086.25
2015-04-23,2015,4,17,S03,P016,Electronics,Spring,No,No,105.85,239,36,9,50,5292.5
2015-04-23,2015,4,17,S04,P015,Electronics,Spring,No,Yes,100.07,269,24,12,62,6204.34
2015-04-23,2015,4,17,S05,P007,Grocery,Spring,No,No,85.0,807,25,2,95,8075.0
2015-04-23,2015,4,17,S06,P013,Home,Spring,No,No,100.61,190,10,12,37,3722.57
2015-04-23,2015,4,17,S07,P036,Bakery,Spring,No,Yes,67.89,893,25,9,126,8554.14
2015-04-30,2015,4,18,S01,P003,Clothing,Spring,No,No,109.84,483,24,11,105,11533.2
2015-04-30,2015,4,18,S02,P018,Clothing,Spring,No,No,26.42,600,23,5,69,1822.98
2015-04-30,2015,4,18,S03,P023,Bakery,Spring,No,No,9.58,184,28,2,53,507.74
2015-04-30,2015,4,18,S04,P025,Grocery,Spring,No,Yes,16.06,162,35,11,125,2007.5
2015-04-30,2015,4,18,S05,P010,Bakery,Spring,No,No,106.71,784,15,8,105,11204.55
2015-04-30,2015,4,18,S06,P016,Grocery,Spring,No,No,105.32,749,24,11,93,9794.76
2015-04-30,2015,4,18,S07,P023,Home,Spring,No,No,32.84,596,25,0,52,1707.68
2015-05-07,2015,5,19,S01,P026,Grocery,Spring,No,No,101.94,175,16,4,45,4587.3
2015-05-07,2015,5,19,S02,P022,Clothing,Spring,No,No,113.04,303,25,5,64,7234.56
2015-05-07,2015,5,19,S03,P025,Bakery,Spring,No,No,12.45,600,26,2,43,535.35
2015-05-07,2015,5,19,S04,P038,Clothing,Spring,No,No,105.66,434,19,1,109,11516.94
2015-05-07,2015,5,19,S05,P001,Home,Spring,No,No,24.32,653,35,9,121,2942.72
2015-05-07,2015,5,19,S06,P005,Home,Spring,No,No,18.2,462,13,10,93,1692.6
2015-05-07,2015,5,19,S07,P007,Electronics,Spring,No,Yes,90.42,879,23,4,60,5425.2
2015-05-14,2015,5,20,S01,P012,Clothing,Spring,No,No,92.18,199,36,9,30,2765.4
2015-05-14,2015,5,20,S02,P025,Beverages,Spring,No,No,33.81,686,18,6,91,3076.71
2015-05-14,2015,5,20,S03,P009,Home,Spring,No,Yes,89.59,266,27,5,106,9496.54
2015-05-14,2015,5,20,S04,P039,Beverages,Spring,No,No,36.13,504,28,12,54,1951.02
2015-05-14,2015,5,20,S05,P030,Home,Spring,No,No,14.49,796,17,8,105,1521.45
2015-05-14,2015,5,20,S06,P031,Home,Spring,No,No,78.07,377,11,8,44,3435.08
2015-05-14,2015,5,20,S07,P020,Beverages,Spring,No,No,41.83,154,14,12,67,2802.61
2015-05-21,2015,5,21,S01,P007,Clothing,Spring,No,No,28.44,533,31,8,57,1621.08
2015-05-21,2015,5,21,S02,P003,Clothing,Spring,No,No,77.92,367,27,1,70,5454.4
2015-05-21,2015,5,21,S03,P016,Electronics,Spring,No,Yes,116.28,112,36,7,69,8023.32
2015-05-21,2015,5,21,S04,P001,Grocery,Spring,No,No,117.21,405,24,8,70,8204.7
2015-05-21,2015,5,21,S05,P032,Toys,Spring,No,Yes,28.17,104,35,10,121,3408.57
2015-05-21,2015,5,21,S06,P026,Electronics,Spring,No,Yes,54.12,725,36,9,87,4708.44
2015-05-21,2015,5,21,S07,P022,Toys,Spring,No,No,35.46,887,11,7,117,4148.82
2015-05-28,2015,5,22,S01,P013,Electronics,Spring,No,Yes,82.38,847,18,5,93,7661.34
2015-05-28,2015,5,22,S02,P004,Clothing,Spring,No,No,72.28,722,28,2,91,6577.48
2015-05-28,2015,5,22,S03,P013,Home,Spring,No,Yes,65.69,245,20,9,110,7225.9
2015-05-28,2015,5,22,S04,P033,Electronics,Spring,No,Yes,69.36,384,30,0,48,3329.28
2015-05-28,2015,5,22,S05,P004,Clothing,Spring,No,No,27.05,144,23,3,84,2272.2
2015-05-28,2015,5,22,S06,P002,Grocery,Spring,No,No,72.52,433,14,0,75,5439.0
2015-05-28,2015,5,22,S07,P001,Electronics,Spring,No,Yes,116.25,174,15,4,97,11276.25
2015-06-04,2015,6,23,S01,P028,Home,Summer,No,Yes,7.35,423,30,6,104,764.4
2015-06-04,2015,6,23,S02,P019,Clothing,Summer,No,No,62.65,587,14,8,91,5701.15
2015-06-04,2015,6,23,S03,P011,Beverages,Summer,No,Yes,42.87,774,30,0,84,3601.08
2015-06-04,2015,6,23,S04,P017,Toys,Summer,No,No,70.21,194,26,7,123,8635.83
2015-06-04,2015,6,23,S05,P022,Toys,Summer,No,No,38.69,420,34,10,98,3791.62
2015-06-04,2015,6,23,S06,P005,Home,Summer,No,Yes,96.93,812,38,5,92,8917.56
2015-06-04,2015,6,23,S07,P028,Electronics,Summer,No,No,71.89,211,20,1,81,5823.09
2015-06-11,2015,6,24,S01,P008,Toys,Summer,No,No,79.73,837,25,0,79,6298.67
2015-06-11,2015,6,24,S02,P026,Grocery,Summer,No,No,97.12,625,21,7,66,6409.92
2015-06-11,2015,6,24,S03,P017,Toys,Summer,No,No,68.49,338,38,11,96,6575.04
2015-06-11,2015,6,24,S04,P003,Bakery,Summer,No,No,73.12,134,13,9,46,3363.52
2015-06-11,2015,6,24,S05,P037,Bakery,Summer,No,No,39.05,388,35,0,75,2928.75
2015-06-11,2015,6,24,S06,P029,Toys,Summer,No,No,106.71,820,20,9,95,10137.45
2015-06-11,2015,6,24,S07,P024,Grocery,Summer,No,No,65.18,392,28,5,96,6257.28
2015-06-18,2015,6,25,S01,P022,Electronics,Summer,No,No,50.19,699,26,3,81,4065.39
2015-06-18,2015,6,25,S02,P028,Bakery,Summer,No,Yes,64.08,168,21,0,90,5767.2
2015-06-18,2015,6,25,S03,P009,Clothing,Summer,No,Yes,90.11,566,13,5,103,9281.33
2015-06-18,2015,6,25,S04,P001,Electronics,Summer,No,Yes,35.7,425,26,11,127,4533.9
2015-06-18,2015,6,25,S05,P019,Clothing,Summer,No,Yes,30.4,253,37,2,47,1428.8
2015-06-18,2015,6,25,S06,P006,Home,Summer,No,No,109.76,413,10,4,86,9439.36
2015-06-18,2015,6,25,S07,P020,Clothing,Summer,No,No,53.35,557,14,5,44,2347.4
2015-06-25,2015,6,26,S01,P024,Grocery,Summer,No,Yes,20.41,351,31,1,141,2877.81
2015-06-25,2015,6,26,S02,P040,Grocery,Summer,No,No,65.18,159,21,10,101,6583.18
2015-06-25,2015,6,26,S03,P035,Grocery,Summer,No,Yes,79.2,742,13,0,82,6494.4
2015-06-25,2015,6,26,S04,P033,Bakery,Summer,No,Yes,14.13,710,27,5,77,1088.01
2015-06-25,2015,6,26,S05,P002,Beverages,Summer,No,Yes,57.82,289,32,6,144,8326.08
2015-06-25,2015,6,26,S06,P034,Electronics,Summer,No,Yes,10.66,780,23,9,66,703.56
2015-06-25,2015,6,26,S07,P010,Electronics,Summer,No,No,101.84,820,22,8,52,5295.68
2015-07-02,2015,7,27,S01,P020,Grocery,Summer,No,Yes,53.18,585,25,11,123,6541.14
2015-07-02,2015,7,27,S02,P038,Home,Summer,No,Yes,113.36,155,19,11,78,8842.08
2015-07-02,2015,7,27,S03,P019,Grocery,Summer,No,No,38.15,193,12,4,51,1945.65
2015-07-02,2015,7,27,S04,P039,Bakery,Summer,No,No,106.72,721,12,6,73,7790.56
2015-07-02,2015,7,27,S05,P005,Beverages,Summer,No,No,63.57,588,37,6,110,6992.7
2015-07-02,2015,7,27,S06,P039,Clothing,Summer,No,No,111.65,112,31,0,85,9490.25
2015-07-02,2015,7,27,S07,P018,Bakery,Summer,No,No,13.68,669,12,9,51,697.68
2015-07-09,2015,7,28,S01,P031,Clothing,Summer,No,No,117.1,399,30,7,63,7377.3
2015-07-09,2015,7,28,S02,P016,Toys,Summer,No,Yes,54.09,435,23,5,64,3461.76
2015-07-09,2015,7,28,S03,P026,Electronics,Summer,No,No,75.38,862,38,2,54,4070.52
2015-07-09,2015,7,28,S04,P002,Electronics,Summer,No,Yes,63.6,188,21,5,106,6741.6
2015-07-09,2015,7,28,S05,P017,Beverages,Summer,No,No,61.2,645,19,12,74,4528.8
2015-07-09,2015,7,28,S06,P015,Bakery,Summer,No,No,47.9,223,23,9,89,4263.1
2015-07-09,2015,7,28,S07,P010,Bakery,Summer,No,Yes,107.43,161,23,3,120,12891.6
2015-07-16,2015,7,29,S01,P023,Electronics,Summer,No,No,11.47,787,37,1,95,1089.65
2015-07-16,2015,7,29,S02,P005,Clothing,Summer,No,No,24.44,563,17,10,108,2639.52
2015-07-16,2015,7,29,S03,P007,Beverages,Summer,No,No,42.01,697,22,6,28,1176.28
2015-07-16,2015,7,29,S04,P018,Clothing,Summer,No,Yes,81.24,857,17,3,66,5361.84
2015-07-16,2015,7,29,S05,P007,Beverages,Summer,No,No,80.01,117,38,1,81,6480.81
2015-07-16,2015,7,29,S06,P025,Grocery,Summer,No,No,34.18,778,14,6,117,3999.06
2015-07-16,2015,7,29,S07,P021,Bakery,Summer,No,No,9.33,165,35,0,41,382.53
2015-07-23,2015,7,30,S01,P002,Grocery,Summer,No,No,27.88,151,21,9,106,2955.28
2015-07-23,2015,7,30,S02,P033,Electronics,Summer,No,Yes,114.13,110,29,0,95,10842.35
2015-07-23,2015,7,30,S03,P016,Electronics,Summer,No,No,68.59,625,11,4,48,3292.32
2015-07-23,2015,7,30,S04,P020,Clothing,Summer,No,Yes,21.26,765,38,2,139,2955.14
2015-07-23,2015,7,30,S05,P017,Electronics,Summer,No,No,59.04,158,33,11,51,3011.04
2015-07-23,2015,7,30,S06,P039,Electronics,Summer,No,No,32.59,753,29,1,98,3193.82
2015-07-23,2015,7,30,S07,P033,Toys,Summer,No,Yes,53.08,870,15,9,87,4617.96
2015-07-30,2015,7,31,S01,P039,Beverages,Summer,No,No,88.68,861,33,12,142,12592.56
2015-07-30,2015,7,31,S02,P027,Grocery,Summer,No,Yes,25.57,653,19,3,95,2429.15
2015-07-30,2015,7,31,S03,P012,Bakery,Summer,No,No,99.45,448,25,11,106,10541.7
2015-07-30,2015,7,31,S04,P026,Toys,Summer,No,No,69.18,290,37,11,86,5949.48
2015-07-30,2015,7,31,S05,P018,Electronics,Summer,No,No,24.19,250,23,9,107,2588.33
2015-07-30,2015,7,31,S06,P010,Toys,Summer,No,Yes,63.48,688,11,6,59,3745.32
2015-07-30,2015,7,31,S07,P018,Electronics,Summer,No,Yes,7.04,371,27,12,47,330.88
2015-08-06,2015,8,32,S01,P024,Beverages,Summer,No,No,19.71,569,16,5,95,1872.45
2015-08-06,2015,8,32,S02,P030,Grocery,Summer,No,No,111.21,878,17,7,49,5449.29
2015-08-06,2015,8,32,S03,P021,Grocery,Summer,No,No,14.8,552,36,6,76,1124.8
2015-08-06,2015,8,32,S04,P035,Electronics,Summer,No,No,82.37,125,34,2,49,4036.13
2015-08-06,2015,8,32,S05,P006,Beverages,Summer,No,No,39.47,133,20,2,79,3118.13
2015-08-06,2015,8,32,S06,P018,Electronics,Summer,No,No,79.45,872,26,11,93,7388.85
2015-08-06,2015,8,32,S07,P027,Grocery,Summer,No,No,19.82,434,35,3,101,2001.82
2015-08-13,2015,8,33,S01,P021,Home,Summer,No,No,80.96,518,11,11,101,8176.96
2015-08-13,2015,8,33,S02,P019,Clothing,Summer,No,Yes,28.94,480,34,5,96,2778.24
2015-08-13,2015,8,33,S03,P036,Bakery,Summer,No,Yes,112.06,604,12,12,85,9525.1
2015-08-13,2015,8,33,S04,P004,Electronics,Summer,No,Yes,55.04,418,30,8,117,6439.68
2015-08-13,2015,8,33,S05,P037,Beverages,Summer,No,No,113.13,130,26,1,64,7240.32
2015-08-13,2015,8,33,S06,P028,Toys,Summer,No,No,51.09,184,12,8,71,3627.39
2015-08-13,2015,8,33,S07,P026,Grocery,Summer,No,No,32.16,149,22,6,134,4309.44
2015-08-20,2015,8,34,S01,P002,Clothing,Summer,No,No,48.67,784,23,6,107,5207.69
2015-08-20,2015,8,34,S02,P037,Electronics,Summer,No,Yes,55.42,377,17,2,98,5431.16
2015-08-20,2015,8,34,S03,P036,Toys,Summer,No,No,79.85,406,29,0,70,5589.5
2015-08-20,2015,8,34,S04,P030,Bakery,Summer,No,No,26.06,321,20,4,71,1850.26
2015-08-20,2015,8,34,S05,P002,Electronics,Summer,No,No,19.85,405,24,4,54,1071.9
2015-08-20,2015,8,34,S06,P012,Electronics,Summer,No,Yes,109.26,510,20,1,106,11581.56
2015-08-20,2015,8,34,S07,P036,Toys,Summer,No,Yes,72.59,745,23,9,133,9654.47
2015-08-27,2015,8,35,S01,P029,Bakery,Summer,No,Yes,95.99,783,24,12,93,8927.07
2015-08-27,2015,8,35,S02,P037,Home,Summer,No,No,91.5,156,18,3,41,3751.5
2015-08-27,2015,8,35,S03,P016,Clothing,Summer,No,Yes,94.0,624,20,4,114,10716.0
2015-08-27,2015,8,35,S04,P033,Electronics,Summer,No,No,95.53,101,11,0,51,4872.03
2015-08-27,2015,8,35,S05,P003,Toys,Summer,No,No,35.09,773,16,9,125,4386.25
2015-08-27,2015,8,35,S06,P021,Beverages,Summer,No,Yes,95.24,177,25,11,97,9238.28
2015-08-27,2015,8,35,S07,P028,Grocery,Summer,No,No,12.1,625,20,1,87,1052.7
2015-09-03,2015,9,36,S01,P009,Grocery,Autumn,No,No,57.29,403,38,6,37,2119.73
2015-09-03,2015,9,36,S02,P039,Toys,Autumn,No,No,34.18,785,33,12,69,2358.42
2015-09-03,2015,9,36,S03,P017,Grocery,Autumn,No,No,109.89,540,36,12,67,7362.63
2015-09-03,2015,9,36,S04,P038,Toys,Autumn,No,Yes,18.09,368,31,9,129,2333.61
2015-09-03,2015,9,36,S05,P016,Clothing,Autumn,No,No,10.23,337,32,3,79,808.17
2015-09-03,2015,9,36,S06,P027,Clothing,Autumn,No,No,77.15,559,29,11,121,9335.15
2015-09-03,2015,9,36,S07,P005,Electronics,Autumn,No,Yes,72.64,866,24,11,64,4648.96
2015-09-10,2015,9,37,S01,P005,Clothing,Autumn,No,Yes,55.13,799,11,7,52,2866.76
2015-09-10,2015,9,37,S02,P030,Grocery,Autumn,No,Yes,76.32,613,30,2,101,7708.32
2015-09-10,2015,9,37,S03,P034,Electronics,Autumn,No,Yes,86.48,610,32,8,141,12193.68
2015-09-10,2015,9,37,S04,P012,Bakery,Autumn,No,Yes,22.66,114,12,10,82,1858.12
2015-09-10,2015,9,37,S05,P018,Toys,Autumn,No,No,19.94,282,19,7,72,1435.68
2015-09-10,2015,9,37,S06,P017,Toys,Autumn,No,No,97.51,657,31,3,112,10921.12
2015-09-10,2015,9,37,S07,P029,Clothing,Autumn,No,No,47.97,747,12,10,92,4413.24
2015-09-17,2015,9,38,S01,P026,Beverages,Autumn,No,No,85.84,689,32,7,95,8154.8
2015-09-17,2015,9,38,S02,P014,Beverages,Autumn,No,Yes,28.25,515,36,11,67,1892.75
2015-09-17,2015,9,38,S03,P016,Toys,Autumn,No,No,106.0,353,36,5,89,9434.0
2015-09-17,2015,9,38,S04,P036,Bakery,Autumn,No,No,18.95,523,20,2,102,1932.9
2015-09-17,2015,9,38,S05,P025,Home,Autumn,No,Yes,70.62,416,38,3,40,2824.8
2015-09-17,2015,9,38,S06,P040,Clothing,Autumn,No,Yes,87.1,824,29,2,136,11845.6
2015-09-17,2015,9,38,S07,P022,Grocery,Autumn,No,No,66.56,488,12,1,82,5457.92
2015-09-24,2015,9,39,S01,P024,Toys,Autumn,No,No,76.53,501,13,6,45,3443.85
2015-09-24,2015,9,39,S02,P014,Clothing,Autumn,No,No,115.09,615,34,10,83,9552.47
2015-09-24,2015,9,39,S03,P006,Bakery,Autumn,No,Yes,12.03,397,15,3,143,1720.29
2015-09-24,2015,9,39,S04,P039,Toys,Autumn,No,No,57.06,277,18,0,66,3765.96
2015-09-24,2015,9,39,S05,P021,Beverages,Autumn,No,No,38.14,870,14,6,76,2898.64
2015-09-24,2015,9,39,S06,P018,Grocery,Autumn,No,Yes,42.44,279,27,2,126,5347.44
2015-09-24,2015,9,39,S07,P039,Beverages,Autumn,No,Yes,7.71,828,24,3,44,339.24
2015-10-01,2015,10,40,S01,P015,Home,Autumn,No,No,108.44,362,26,1,56,6072.64
2015-10-01,2015,10,40,S02,P005,Electronics,Autumn,No,No,114.94,104,13,10,82,9425.08
